name,number,product_url,thumb_url,hover_url,description
New White,59,https://www.farrow-ball.com/paint/new-white,https://www.farrow-ball.com/media/catalog/product/n/e/new_white_no._59_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_newwhite59_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","New White will warm up any room with its soft illumination, working particularly well in a country kitchen setting. Available in-store and online."
Octagon Yellow,7,https://www.farrow-ball.com/paint/octagon-yellow,https://www.farrow-ball.com/media/catalog/product/o/c/octagon_yellow_no._7_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_octagonyellow7_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Bright yet soft, Octagon Yellow is a true golden yellow shade that brings the feeling of morning sunlight to any space. Available in-store and online."
Off-Black,57,https://www.farrow-ball.com/paint/off-black,https://www.farrow-ball.com/media/catalog/product/o/f/off-black_no._57_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_offblack57_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Off-Black is a soft black and one of the original Farrow & Ball colours - an uncomplicated name for a well loved classic. Available in-store and online.
Off-White,3,https://www.farrow-ball.com/paint/off-white,https://www.farrow-ball.com/media/catalog/product/o/f/off-white_no._3_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_offwhite3_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Off-White is a chalky mid tone and one of the original Farrow & Ball colours - an uncomplicated name for a timeless classic. Available in-store and online.
Ointment Pink,21,https://www.farrow-ball.com/paint/ointment-pink,https://www.farrow-ball.com/media/catalog/product/o/i/ointment_pink_no._21_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/i/n/intheenglishstyle_ointment_pink.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Based on scrapes and cross-sections taken in a number of houses and dating to the early years of the 19th century. Available in-store and online.
Old White,4,https://www.farrow-ball.com/paint/old-white,https://www.farrow-ball.com/media/catalog/product/o/l/old_white_no._4_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_oldwhite4_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Old White is a soft grey green that simply earns its name by being the most historic of all our white paint colours. Available in-store and online.
Olive,13,https://www.farrow-ball.com/paint/olive,https://www.farrow-ball.com/media/catalog/product/o/l/olive_no._13_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_olive13_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Olive is a rich earthy green originally used in panelled rooms and best suited to darker spaces where it comes into it's own.Available in-store and online.
Orange Coloured White,,https://www.farrow-ball.com/paint/orange-coloured-white,https://www.farrow-ball.com/media/catalog/product/o/r/orange_coloured_white_no._w5_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_orangecolouredwhitew5_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Orange Coloured White is a fresh yet warm cream with a hint of orange and particularly suited to north-facing spaces. Available in-store and online.
Orangery,70,https://www.farrow-ball.com/paint/orangery,https://www.farrow-ball.com/media/catalog/product/o/r/orangery_no._70_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/c/r/crosbydesignsllc_orangery.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","It brings an enveloping warmth to walls, especially in south facing rooms that are flooded with light throughout the day. Available in-store and online."
Oval Room Blue,85,https://www.farrow-ball.com/paint/oval-room-blue,https://www.farrow-ball.com/media/catalog/product/o/v/oval_room_blue_no._85_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_ovalroomblue85_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Oval Room Blue sits perfectly with our greys to create depth and balance in either a hall or a darker, cosier family room. Available in-store and online."
Oxford Stone,264,https://www.farrow-ball.com/paint/oxford-stone,https://www.farrow-ball.com/media/catalog/product/o/x/oxford_stone_no._264_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_oxfordstone264_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Oxford Stone is a classic dark taupe that was inspired by the cottages found in the pretty Cotswold villages of Oxfordshire. Available in-store and online.
Paean Black,294,https://www.farrow-ball.com/paint/paean-black,https://www.farrow-ball.com/media/catalog/product/p/a/paean-black-294.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_paeanblack294_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Paean Black creates an intimate feel in contemporary homes, while adding a distinguished look to traditional exteriors. Available in-store and online."
Pale Hound,71,https://www.farrow-ball.com/paint/pale-hound,https://www.farrow-ball.com/media/catalog/product/p/a/pale_hound_no._71_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_palehound71_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pale Hound is a delicately aged yellow that sits particularly well in sunny spaces where it reads as a light yellow. Available in-store and online.
Pale Powder,204,https://www.farrow-ball.com/paint/pale-powder,https://www.farrow-ball.com/media/catalog/product/p/a/pale_powder_no._204_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_palepowder204_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pale Powder is a gentle aqua that has an unparalleled softness and in north facing rooms can read almost as a delicate grey. Available in-store and online.
Palm,,https://www.farrow-ball.com/paint/palm,https://www.farrow-ball.com/media/catalog/product/p/a/palm_no._cc4_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_palmcc4_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Palm has a desaturated quality, as if always being seen in the clear, bright light characteristic of California. Available in-store and online."
Pantalon,221,https://www.farrow-ball.com/paint/pantalon,https://www.farrow-ball.com/media/catalog/product/p/a/pantalon_no._221_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pantalon221_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Pantalon changes in different light conditions, making it a particularly captivating shade for exterior paintwork. Available in-store and online."
Parma Gray,27,https://www.farrow-ball.com/paint/parma-gray,https://www.farrow-ball.com/media/catalog/product/p/a/parma_gray_no._27_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_parmagray27_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Parma Gray has a cool nature and a firm favourite for those who prefer a clean and crisp finish. Available in-store and online.
Pavilion Blue,252,https://www.farrow-ball.com/paint/pavilion-blue,https://www.farrow-ball.com/media/catalog/product/p/a/pavilion_blue_no._252_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pavilionblue252_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pavilion Blue is a fresh green blue is inspired by the wonderful Regency colours of the Royal Pavilion in Brighton. Available in-store and online.
Pavilion Gray,242,https://www.farrow-ball.com/paint/pavilion-gray,https://www.farrow-ball.com/media/catalog/product/p/a/pavilion_gray_no._242_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_paviliongray242_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pavilion Gray is a cool mid grey which adds a contemporary touch and sense of spaciousness with it's subtle blue undertones. Available in-store and online.
Pea Flower Tea,,https://www.farrow-ball.com/paint/pea-flower-tea,https://www.farrow-ball.com/media/catalog/product/p/e/pea_flower_tea_no._cb12_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_peaflowerteacb12_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pea Flower Tea is a vivid blue named after the brightly coloured drink made with petals. Exclusively available for the Carte Blanche collection.
Pea Green,33,https://www.farrow-ball.com/paint/pea-green,https://www.farrow-ball.com/media/catalog/product/p/e/pea_green_no._33_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/e/pea_green_rollover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Sitting somewhere between Calke Green and Breakfast Room Green, it has a happy feel that translates to uplifting rooms. Available in-store and online."
Peignoir,286,https://www.farrow-ball.com/paint/peignoir,https://www.farrow-ball.com/media/catalog/product/p/e/peignoir-286.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_peignoir286_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Peignoir has a romantic feel inspired by the 19th-century garment of the same name, a chiffon robe worn over underclothes. Available in-store and online."
Pelt,254,https://www.farrow-ball.com/paint/pelt,https://www.farrow-ball.com/media/catalog/product/p/e/pelt_no._254_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pelt254_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pelt is a deep and luxurious purple that has a regal feel and can appear almost black in darker spaces of the home. Available in-store and online.
Picture Gallery Red,42,https://www.farrow-ball.com/paint/picture-gallery-red,https://www.farrow-ball.com/media/catalog/product/p/i/picture_gallery_red_no._42_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_picturegalleryred42_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Picture Gallery Red is a rich brown, the timeless red is based on the rich colour of the magnificent gallery at Attingham Park. Browse online."
Pigeon,25,https://www.farrow-ball.com/paint/pigeon,https://www.farrow-ball.com/media/catalog/product/p/i/pigeon_no._25_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pigeon25_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Pigeon is a cosy and nostalgic blue grey, and named after the colour of the bird often sighted around the London landscape. Available in-store and online."
Pink Cup,9801,https://www.farrow-ball.com/paint/pink-cup,https://www.farrow-ball.com/media/catalog/product/p/i/pink_cup_no._9801_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/i/pink_cup_rollover_1_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pink Cup a charming mid-tone pink paint colour that has a luminous quality that creates warm and charming rooms. Available in-store and online.
Pink Drab,207,https://www.farrow-ball.com/paint/pink-drab,https://www.farrow-ball.com/media/catalog/product/p/i/pink_drab_no._207_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pinkdrab207_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Pink Drab lacks the brightness that can make other pinks appear sugary, resulting in a discreet and charming shade. Available in-store and online."
Pink Ground,202,https://www.farrow-ball.com/paint/pink-ground,https://www.farrow-ball.com/media/catalog/product/p/i/pink_ground_no._202_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pinkground202_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pink Ground is a dusty blush pink paint colour that creates a warm and soothing finish that doesn’t feel sugary. Available in-store and online.
Pitch Black,256,https://www.farrow-ball.com/paint/pitch-black,https://www.farrow-ball.com/media/catalog/product/p/i/pitch_black_no._256_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pitchblack256_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Pitch Black is named after the dark sticky residue of coal tar, and is as pure a black as you can get in our range. Available in-store and online."
Pitch Blue,220,https://www.farrow-ball.com/paint/pitch-blue,https://www.farrow-ball.com/media/catalog/product/p/i/pitch_blue_no._220_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pitchblue220_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Pitch Blue has a purple feel to it and is extremely lively in south facing rooms, especially when contrasted with bright shades."
Planter,,https://www.farrow-ball.com/paint/planter,https://www.farrow-ball.com/media/catalog/product/p/l/planter_no._g5_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/l/planter_no._g5_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Planter is a warm stone paint colour inspired by the cast-iron urns used as a decorative feature of Victorian gardens. Available in-store and online.
Plummett,272,https://www.farrow-ball.com/paint/plummett,https://www.farrow-ball.com/media/catalog/product/p/l/plummett_no._272_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_plummett272_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Plummett intensifies in colour in smaller spaces and has a strikingly modern feel which is conducive to minimal living. Available in-store and online.
Pointing,2003,https://www.farrow-ball.com/paint/pointing,https://www.farrow-ball.com/media/catalog/product/p/o/pointing_no._2003_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pointing2003_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pointing is a fresh and uncomplicated white is named after the colour of lime pointing used in traditional brickwork. Available in-store and online.
Pond Green,,https://www.farrow-ball.com/paint/pond-green,https://www.farrow-ball.com/media/catalog/product/p/o/pond_green_no._g7_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/o/pond_green_rollover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Pond Green is an aqua shade inspired by the colour chosen by Sir Winston Churchill for the seats around his garden pond. Available in-store and online.
Porphyry Pink,49,https://www.farrow-ball.com/paint/porphyry-pink,https://www.farrow-ball.com/media/catalog/product/p/o/porphyry_pink_no._49_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_porphyrypink49_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Porphyry Pink is a muted rose inspired by the palettes of the Regency period and a dark stone loved by the Romans. Available in-store and online.
Potted Shrimp,9906,https://www.farrow-ball.com/paint/potted-shrimp,https://www.farrow-ball.com/media/catalog/product/p/o/potted_shrimp_no._9906_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_pottedshrimp9906_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Potted Shrimp is a traditional blush which results in rooms that feel delightfully familiar and embrace you in their warmth. Available in-store and online.
Powder Blue,23,https://www.farrow-ball.com/paint/powder-blue,https://www.farrow-ball.com/media/catalog/product/p/o/powder_blue_no._23_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_powderblue23_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Powder Blue is a popular mid blue aqua paint colour that gave rise to another Farrow & Ball classic, Pale Powder. Available in-store and online."
Preference Red,297,https://www.farrow-ball.com/paint/preference-red,https://www.farrow-ball.com/media/catalog/product/p/r/preference-red-297.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_preferencered297_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Preference Red is the deepest of our reds and is named in honor of our original trade name, Preference Paints. Available in-store and online."
Print Room Yellow,69,https://www.farrow-ball.com/paint/print-room-yellow,https://www.farrow-ball.com/media/catalog/product/p/r/print_room_yellow_no._69_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/k/i/kitandco__print_room_yellow.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Print Room Yellow a soft golden yellow creates a feeling of instant warmth, especially in rooms with little natural light. Available in-store and online."
Purbeck Stone,275,https://www.farrow-ball.com/paint/purbeck-stone,https://www.farrow-ball.com/media/catalog/product/p/u/purbeck-stone-275.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_purbeckstone275_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Purbeck Stone is a clean and understated mid grey that resembles the colour of stone found on the Isle of Purbeck. Available in-store and online.
Radicchio,96,https://www.farrow-ball.com/paint/radicchio,https://www.farrow-ball.com/media/catalog/product/r/a/radicchio_no._96_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/r/a/radicchio-hover.png?width=350&height=350&canvas=350,350&optimize=low&fit=bounds&format=jpeg?h=350&w=350&mode=crop","Radicchio is a modern crimson that confidently fills a room with energy without having the brashness of a true, clean red. Available in-store and online."
Railings,31,https://www.farrow-ball.com/paint/railings,https://www.farrow-ball.com/media/catalog/product/r/a/railings_no._31_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_railings31_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Railings is a softer alternative to black which is particularly suited to the ironwork it takes its name from. Available in-store and online.
Rangwali,296,https://www.farrow-ball.com/paint/rangwali,https://www.farrow-ball.com/media/catalog/product/r/a/rangwali-296.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_rangwali296_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Rangwali is the most adventurous of our pinks and is exotic, happy and vital, and is named after the Holi festival of colours. Available in store & online."
Raw Tomatillo,,https://www.farrow-ball.com/paint/raw-tomatillo,https://www.farrow-ball.com/media/catalog/product/r/a/raw_tomatillo_no._cb6_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_rawtomatillocb6_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Raw Tomatillo is a joyful and verdant green inspired by fried green tomatoes made by a grandmother. Exclusively available for the Carte Blanche collection.
Rectory Red,217,https://www.farrow-ball.com/paint/rectory-red,https://www.farrow-ball.com/media/catalog/product/r/e/rectory_red_no._217_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_rectoryred217_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Rectory Red is a rich, sophisticated, clean red named after the charming village houses built over the years for the clergy. Available in-store and online."
Red Earth,64,https://www.farrow-ball.com/paint/red-earth,https://www.farrow-ball.com/media/catalog/product/r/e/red_earth_no._64_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_redearth64_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Red Earth is a rich blend of red and yellow pigments which create a warm earthy feel in homes both old and new. Available in-store and online.
Reduced Green,313,https://www.farrow-ball.com/paint/reduced-green,https://www.farrow-ball.com/media/catalog/product/r/e/reduced_green_no._313_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/r/e/reduced_green_313_marmelo_316_dibber_312.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","The green pigment in this dark neutral has been reduced so much it's barely there — some see brown, others a hint of green. Available in-store and online."
Ringwold Ground,208,https://www.farrow-ball.com/paint/ringwold-ground,https://www.farrow-ball.com/media/catalog/product/r/i/ringwold_ground_no._208_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/m/e/melissaparmaninteriors_ringwold_ground.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Ringwold Ground is a fresh feeling neutral cream paint colour which creates a delightfully warm and glowing room. Available in-store and online.
Roasted Macadamia,,https://www.farrow-ball.com/paint/roasted-macadamia,https://www.farrow-ball.com/media/catalog/product/r/o/roasted_macadamia_no._cb2_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_roastedmacadamiarollcb2_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Roasted Macadamia is a soft neutral that was named after the nut of a similar shade. Exclusively available for the Carte Blanche collection.
Romesco,,https://www.farrow-ball.com/paint/romesco,https://www.farrow-ball.com/media/catalog/product/r/o/romesco_no._cb4_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_romescocb4_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Romesco is a rich, brilliant red evocative of the classic Spanish sauce. Exclusively available for the Carte Blanche collection."
Salon Drab,290,https://www.farrow-ball.com/paint/salon-drab,https://www.farrow-ball.com/media/catalog/product/s/a/salon_drab_no._290_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_salondrab290_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Salon Drab is a deep chocolate brown that works as a dark accompaniment to both our Warm and Contemporary Neutrals. Available in-store and online.
Salt,,https://www.farrow-ball.com/paint/salt,https://www.farrow-ball.com/media/catalog/product/s/a/salt_no._cc5_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_saltcc5_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Salt is a bright, crisp white paint colour, reminiscent of the strong salty air ushered in by the Pacific Ocean. Available in-store and online."
Sand,45,https://www.farrow-ball.com/paint/sand,https://www.farrow-ball.com/media/catalog/product/s/a/sand_no._45_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_sand45_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Sand is a rich caramel-hued neutral paint colour that is very adept at creating spaces that invite and envelop. Available in-store and online.
Sap Green,199,https://www.farrow-ball.com/paint/sap-green,https://www.farrow-ball.com/media/catalog/product/s/a/sap_green_no._w56_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/s/a/sap_green_199.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","An enticing olive shade, Sap Green is a true celebration of nature and feels wonderfully intense in small spaces. Available in-store and online."
Sardine,,https://www.farrow-ball.com/paint/sardine,https://www.farrow-ball.com/media/catalog/product/s/a/sardine_no._cb8_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_sardinecb8_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Sardine is a silver blue that takes its name from a favourite afternoon snack of a loved grandfather. Exclusively available for the Carte Blanche collection.
Savage Ground,213,https://www.farrow-ball.com/paint/savage-ground,https://www.farrow-ball.com/media/catalog/product/s/a/savage_ground_no._213_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_savageground213_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Savage Ground is a yellow based stone paint colour first created as a background colour for our handcrafted wallpapers. Available in-store and online.
Saxon Green,80,https://www.farrow-ball.com/paint/saxon-green,https://www.farrow-ball.com/media/catalog/product/s/a/saxon_green_no._80_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_saxongreen80_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Saxon Green is a light traditional green that harks back to a time before British Standard Colours were established in 1931. Available in-store and online.
Scallop,311,https://www.farrow-ball.com/paint/scallop,https://www.farrow-ball.com/media/catalog/product/s/c/scallop_no._311_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/s/c/scallop_no._311.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","A lighter take on Dead Salmon, inspired by the soft hue and gentle shape of the shellfish. Available in-store and online."
